Wavelength(A);Intensity_in_channels
4234.545896;122.000000
4240.064896;126.000000
4245.583896;130.000000
4251.102896;135.000000
4256.621896;138.000000
4262.140896;141.000000
4267.659896;144.000000
4273.178896;146.000000
4278.697896;146.000000
4284.216896;147.000000
4289.735896;144.000000
4295.254896;144.000000
4300.773896;139.000000
4306.292896;134.000000
4311.811896;130.000000
4317.330896;125.000000
4322.849896;112.000000
4328.368896;104.000000
4333.887896;95.000000
4339.406896;90.000000
4344.925896;89.000000
4350.444896;96.000000
4355.963896;105.000000
4361.482896;123.000000
4367.001896;139.000000
4372.520896;154.000000
4378.039896;165.000000
4383.558896;176.000000
4389.077896;187.000000
4394.596896;190.000000
4400.115896;199.000000
4405.634896;205.000000
4411.153896;211.000000
4416.672896;215.000000
4422.191896;220.000000
4427.710896;224.000000
4433.229896;227.000000
4438.748896;233.000000
4444.267896;233.000000
4449.786896;236.000000
4455.305896;235.000000
4460.824896;237.000000
4466.343896;239.000000
4471.862896;244.000000
4477.381896;245.000000
4482.900896;249.000000
4488.419896;249.000000
4493.938896;253.000000
4499.457896;257.000000
4504.976896;258.000000
4510.495896;261.000000
4516.014896;262.000000
4521.533896;261.000000
4527.052896;260.000000
4532.571896;258.000000
4538.090896;262.000000
4543.609896;260.000000
4549.128896;260.000000
4554.647896;258.000000
4560.166896;261.000000
4565.685896;262.000000
4571.204896;261.000000
4576.723896;267.000000
4582.242896;268.000000
4587.761896;269.000000
4593.280896;270.000000
4598.799896;272.000000
4604.318896;277.000000
4609.837896;276.000000
4615.356896;281.000000
4620.875896;279.000000
4626.394896;284.000000
4631.913896;287.000000
4637.432896;290.000000
4642.951896;294.000000
4648.470896;295.000000
4653.989896;295.000000
4659.508896;301.000000
4665.027896;302.000000
4670.546896;307.000000
4676.065896;313.000000
4681.584896;319.000000
4687.103896;323.000000
4692.622896;327.000000
4698.141896;331.000000
4703.660896;335.000000
4709.179896;341.000000
4714.698896;348.000000
4720.217896;354.000000
4725.736896;362.000000
4731.255896;369.000000
4736.774896;377.000000
4742.293896;385.000000
4747.812896;390.000000
4753.331896;399.000000
4758.850896;404.000000
4764.369896;408.000000
4769.888896;413.000000
4775.407896;420.000000
4780.926896;426.000000
4786.445896;427.000000
4791.964896;434.000000
4797.483896;434.000000
4803.002896;440.000000
4808.521896;441.000000
4814.040896;438.000000
4819.559896;433.000000
4825.078896;426.000000
4830.597896;411.000000
4836.116896;395.000000
4841.635896;373.000000
4847.154896;347.000000
4852.673896;326.000000
4858.192896;316.000000
4863.711896;317.000000
4869.230896;329.000000
4874.749896;346.000000
4880.268896;373.000000
4885.787896;399.000000
4891.306896;422.000000
4896.825896;440.000000
4902.344896;453.000000
4907.863896;465.000000
4913.382896;477.000000
4918.901896;486.000000
4924.420896;492.000000
4929.939896;499.000000
4935.458896;506.000000
4940.977896;509.000000
4946.496896;513.000000
4952.015896;521.000000
4957.534896;527.000000
4963.053896;528.000000
4968.572896;533.000000
4974.091896;537.000000
4979.610896;537.000000
4985.129896;541.000000
4990.648896;544.000000
4996.167896;540.000000
5001.686896;540.000000
5007.205896;538.000000
5012.724896;537.000000
5018.243896;538.000000
5023.762896;542.000000
5029.281896;540.000000
5034.800896;544.000000
5040.319896;544.000000
5045.838896;551.000000
5051.357896;554.000000
5056.876896;554.000000
5062.395896;557.000000
5067.914896;564.000000
5073.433896;563.000000
5078.952896;565.000000
5084.471896;567.000000
5089.990896;571.000000
5095.509896;574.000000
5101.028896;577.000000
5106.547896;577.000000
5112.066896;576.000000
5117.585896;581.000000
5123.104896;580.000000
5128.623896;577.000000
5134.142896;574.000000
5139.661896;577.000000
5145.180896;574.000000
5150.699896;573.000000
5156.218896;571.000000
5161.737896;569.000000
5167.256896;569.000000
5172.775896;572.000000
5178.294896;573.000000
5183.813896;571.000000
5189.332896;574.000000
5194.851896;573.000000
5200.370896;580.000000
5205.889896;579.000000
5211.408896;578.000000
5216.927896;575.000000
5222.446896;578.000000
5227.965896;577.000000
5233.484896;575.000000
5239.003896;571.000000
5244.522896;572.000000
5250.041896;565.000000
5255.560896;560.000000
5261.079896;554.000000
5266.598896;549.000000
5272.117896;543.000000
5277.636896;546.000000
5283.155896;539.000000
5288.674896;540.000000
5294.193896;538.000000
5299.712896;536.000000
5305.231896;531.000000
5310.750896;525.000000
5316.269896;522.000000
5321.788896;522.000000
5327.307896;523.000000
5332.826896;520.000000
5338.345896;523.000000
5343.864896;523.000000
5349.383896;519.000000
5354.902896;516.000000
5360.421896;516.000000
5365.940896;515.000000
5371.459896;508.000000
5376.978896;503.000000
5382.497896;498.000000
5388.016896;495.000000
5393.535896;488.000000
5399.054896;487.000000
5404.573896;483.000000
5410.092896;480.000000
5415.611896;478.000000
5421.130896;474.000000
5426.649896;471.000000
5432.168896;469.000000
5437.687896;467.000000
5443.206896;466.000000
5448.725896;465.000000
5454.244896;463.000000
5459.763896;464.000000
5465.282896;462.000000
5470.801896;461.000000
5476.320896;460.000000
5481.839896;458.000000
5487.358896;455.000000
5492.877896;455.000000
5498.396896;454.000000
5503.915896;454.000000
5509.434896;451.000000
5514.953896;447.000000
5520.472896;443.000000
5525.991896;444.000000
5531.510896;436.000000
5537.029896;432.000000
5542.548896;427.000000
5548.067896;426.000000
5553.586896;421.000000
5559.105896;414.000000
5564.624896;410.000000
5570.143896;403.000000
5575.662896;401.000000
5581.181896;400.000000
5586.700896;398.000000
5592.219896;393.000000
5597.738896;388.000000
5603.257896;387.000000
5608.776896;381.000000
5614.295896;375.000000
5619.814896;374.000000
5625.333896;368.000000
5630.852896;365.000000
5636.371896;359.000000
5641.890896;352.000000
5647.409896;354.000000
5652.928896;346.000000
5658.447896;339.000000
5663.966896;336.000000
5669.485896;331.000000
5675.004896;328.000000
5680.523896;322.000000
5686.042896;317.000000
5691.561896;314.000000
5697.080896;314.000000
5702.599896;308.000000
5708.118896;308.000000
5713.637896;303.000000
5719.156896;303.000000
5724.675896;303.000000
5730.194896;302.000000
5735.713896;299.000000
5741.232896;299.000000
5746.751896;298.000000
5752.270896;297.000000
5757.789896;298.000000
5763.308896;301.000000
5768.827896;300.000000
5774.346896;302.000000
5779.865896;304.000000
5785.384896;304.000000
5790.903896;303.000000
5796.422896;303.000000
5801.941896;307.000000
5807.460896;305.000000
5812.979896;311.000000
5818.498896;310.000000
5824.017896;311.000000
5829.536896;310.000000
5835.055896;310.000000
5840.574896;308.000000
5846.093896;306.000000
5851.612896;308.000000
5857.131896;304.000000
5862.650896;304.000000
5868.169896;299.000000
5873.688896;296.000000
5879.207896;293.000000
5884.726896;289.000000
5890.245896;288.000000
5895.764896;284.000000
5901.283896;281.000000
5906.802896;279.000000
5912.321896;281.000000
5917.840896;274.000000
5923.359896;272.000000
5928.878896;268.000000
5934.397896;263.000000
5939.916896;259.000000
5945.435896;254.000000
5950.954896;252.000000
5956.473896;249.000000
5961.992896;246.000000
5967.511896;241.000000
5973.030896;236.000000
5978.549896;233.000000
5984.068896;231.000000
5989.587896;224.000000
5995.106896;221.000000
6000.625896;215.000000
6006.144896;213.000000
6011.663896;208.000000
6017.182896;201.000000
6022.701896;196.000000
6028.220896;194.000000
6033.739896;191.000000
6039.258896;186.000000
6044.777896;182.000000
6050.296896;176.000000
6055.815896;171.000000
6061.334896;170.000000
6066.853896;165.000000
6072.372896;163.000000
6077.891896;157.000000
6083.410896;156.000000
6088.929896;152.000000
6094.448896;147.000000
6099.967896;141.000000
6105.486896;137.000000
6111.005896;138.000000
6116.524896;133.000000
6122.043896;130.000000
6127.562896;129.000000
6133.081896;126.000000
6138.600896;124.000000
6144.119896;121.000000
6149.638896;117.000000
6155.157896;117.000000
6160.676896;115.000000
6166.195896;116.000000
6171.714896;111.000000
6177.233896;107.000000
6182.752896;106.000000
6188.271896;107.000000
6193.790896;102.000000
6199.309896;99.000000
6204.828896;98.000000
6210.347896;94.000000
6215.866896;92.000000
6221.385896;91.000000
6226.904896;88.000000
6232.423896;88.000000
6237.942896;87.000000
6243.461896;86.000000
6248.980896;83.000000
6254.499896;80.000000
6260.018896;80.000000
6265.537896;79.000000
6271.056896;79.000000
6276.575896;74.000000
