# rspec
0.000000	0
1.000000	0
2.000000	0
3.000000	0
4.000000	0
5.000000	0
6.000000	0
7.000000	0
8.000000	0
9.000000	0
10.000000	0
11.000000	0
12.000000	0
13.000000	0
14.000000	0
15.000000	0
16.000000	0
17.000000	0
18.000000	0
19.000000	0
20.000000	0
21.000000	0
22.000000	0
23.000000	0
24.000000	0
25.000000	0
26.000000	0
27.000000	0
28.000000	0
29.000000	0
30.000000	0
31.000000	0
32.000000	0
33.000000	0
34.000000	0
35.000000	0
36.000000	0
37.000000	0
38.000000	0
39.000000	0
40.000000	0
41.000000	0
42.000000	0
43.000000	0
44.000000	0
45.000000	0
46.000000	0
47.000000	0
48.000000	0
49.000000	0
50.000000	0
51.000000	0
52.000000	0
53.000000	0
54.000000	0
55.000000	0
56.000000	0
57.000000	0
58.000000	0
59.000000	0
60.000000	0
61.000000	0
62.000000	0
63.000000	0
64.000000	0
65.000000	0
66.000000	0
67.000000	0
68.000000	0
69.000000	0
70.000000	0
71.000000	0
72.000000	0
73.000000	0
74.000000	0
75.000000	0
76.000000	0
77.000000	0
78.000000	0
79.000000	0
80.000000	0
81.000000	0
82.000000	0
83.000000	0
84.000000	0
85.000000	0
86.000000	0
87.000000	0
88.000000	0
89.000000	0
90.000000	0
91.000000	0
92.000000	0
93.000000	0
94.000000	0
95.000000	0
96.000000	0
97.000000	0
98.000000	0
99.000000	0
100.000000	0
101.000000	0
102.000000	0
103.000000	0
104.000000	0
105.000000	0
106.000000	0
107.000000	0
108.000000	0
109.000000	0
110.000000	0
111.000000	0
112.000000	0
113.000000	0
114.000000	0
115.000000	0
116.000000	0
117.000000	0
118.000000	0
119.000000	0
120.000000	0
121.000000	0
122.000000	0
123.000000	0
124.000000	0
125.000000	0
126.000000	0
127.000000	0
128.000000	2
129.000000	5
130.000000	6
131.000000	10
132.000000	16
133.000000	20
134.000000	21
135.000000	26
136.000000	36
137.000000	53
138.000000	85
139.000000	178
140.000000	407
141.000000	795
142.000000	1283
143.000000	1685
144.000000	1909
145.000000	1966
146.000000	1851
147.000000	1534
148.000000	1023
149.000000	518
150.000000	203
151.000000	93
152.000000	55
153.000000	37
154.000000	28
155.000000	23
156.000000	21
157.000000	19
158.000000	15
159.000000	9
160.000000	7
161.000000	4
162.000000	1
163.000000	0
164.000000	0
165.000000	0
166.000000	0
167.000000	0
168.000000	0
169.000000	0
170.000000	0
171.000000	0
172.000000	0
173.000000	0
174.000000	0
175.000000	0
176.000000	0
177.000000	0
178.000000	0
179.000000	0
180.000000	0
181.000000	0
182.000000	0
183.000000	0
184.000000	0
185.000000	0
186.000000	0
187.000000	0
188.000000	0
189.000000	0
190.000000	0
191.000000	0
192.000000	0
193.000000	0
194.000000	0
195.000000	0
196.000000	0
197.000000	0
198.000000	0
199.000000	0
200.000000	0
201.000000	0
202.000000	0
203.000000	0
204.000000	0
205.000000	0
206.000000	0
207.000000	0
208.000000	0
209.000000	0
210.000000	0
211.000000	0
212.000000	0
213.000000	0
