# Wavelength (A)     Intensity in channels
1171.498740     0.000000
1177.017740     0.000000
1182.536740     0.000000
1188.055740     0.000000
1193.574740     0.000000
1199.093740     0.000000
1204.612740     0.000000
1210.131740     0.000000
1215.650740     0.000000
1221.169740     0.000000
1226.688740     0.000000
1232.207740     0.000000
1237.726740     0.000000
1243.245740     0.000000
1248.764740     0.000000
1254.283740     0.000000
1259.802740     0.000000
1265.321740     0.000000
1270.840740     0.000000
1276.359740     0.000000
1281.878740     0.000000
1287.397740     0.000000
1292.916740     0.000000
1298.435740     0.000000
1303.954740     0.000000
1309.473740     0.000000
1314.992740     0.000000
1320.511740     0.000000
1326.030740     0.000000
1331.549740     0.000000
1337.068740     0.000000
1342.587740     0.000000
1348.106740     0.000000
1353.625740     0.000000
1359.144740     0.000000
1364.663740     0.000000
1370.182740     0.000000
1375.701740     0.000000
1381.220740     0.000000
1386.739740     0.000000
1392.258740     0.000000
1397.777740     0.000000
1403.296740     0.000000
1408.815740     0.000000
1414.334740     0.000000
1419.853740     0.000000
1425.372740     0.000000
1430.891740     0.000000
1436.410740     0.000000
1441.929740     0.000000
1447.448740     0.000000
1452.967740     0.000000
1458.486740     0.000000
1464.005740     0.000000
1469.524740     0.000000
1475.043740     0.000000
1480.562740     0.000000
1486.081740     0.000000
1491.600740     0.000000
1497.119740     0.000000
1502.638740     0.000000
1508.157740     0.000000
1513.676740     0.000000
1519.195740     0.000000
1524.714740     0.000000
1530.233740     0.000000
1535.752740     0.000000
1541.271740     0.000000
1546.790740     0.000000
1552.309740     0.000000
1557.828740     0.000000
1563.347740     0.000000
1568.866740     0.000000
1574.385740     0.000000
1579.904740     0.000000
1585.423740     0.000000
1590.942740     0.000000
1596.461740     0.000000
1601.980740     0.000000
1607.499740     0.000000
1613.018740     0.000000
1618.537740     0.000000
1624.056740     0.000000
1629.575740     0.000000
1635.094740     0.000000
1640.613740     0.000000
1646.132740     0.000000
1651.651740     0.000000
1657.170740     0.000000
1662.689740     0.000000
1668.208740     0.000000
1673.727740     0.000000
1679.246740     0.000000
1684.765740     0.000000
1690.284740     0.000000
1695.803740     0.000000
1701.322740     0.000000
1706.841740     0.000000
1712.360740     0.000000
1717.879740     0.000000
1723.398740     0.000000
1728.917740     0.000000
1734.436740     0.000000
1739.955740     0.000000
1745.474740     0.000000
1750.993740     0.000000
1756.512740     0.000000
1762.031740     0.000000
1767.550740     0.000000
1773.069740     0.000000
1778.588740     0.000000
1784.107740     0.000000
1789.626740     0.000000
1795.145740     0.000000
1800.664740     0.000000
1806.183740     0.000000
1811.702740     0.000000
1817.221740     0.000000
1822.740740     0.000000
1828.259740     0.000000
1833.778740     0.000000
1839.297740     0.000000
1844.816740     0.000000
1850.335740     0.000000
1855.854740     0.000000
1861.373740     0.000000
1866.892740     0.000000
1872.411740     0.000000
1877.930740     0.000000
1883.449740     0.000000
1888.968740     0.000000
1894.487740     0.000000
1900.006740     0.000000
1905.525740     0.000000
1911.044740     0.000000
1916.563740     0.000000
1922.082740     0.000000
1927.601740     0.000000
1933.120740     0.000000
1938.639740     0.000000
1944.158740     0.000000
1949.677740     0.000000
1955.196740     0.000000
1960.715740     0.000000
1966.234740     0.000000
1971.753740     0.000000
1977.272740     0.000000
1982.791740     0.000000
1988.310740     0.000000
1993.829740     0.000000
1999.348740     0.000000
2004.867740     0.000000
2010.386740     0.000000
2015.905740     0.000000
2021.424740     0.000000
2026.943740     0.000000
2032.462740     0.000000
2037.981740     0.000000
2043.500740     0.000000
2049.019740     0.000000
2054.538740     0.000000
2060.057740     0.000000
2065.576740     0.000000
2071.095740     0.000000
2076.614740     0.000000
2082.133740     0.000000
2087.652740     0.000000
2093.171740     0.000000
2098.690740     0.000000
2104.209740     0.000000
2109.728740     0.000000
2115.247740     0.000000
2120.766740     0.000000
2126.285740     0.000000
2131.804740     0.000000
2137.323740     0.000000
2142.842740     0.000000
2148.361740     0.000000
2153.880740     0.000000
2159.399740     0.000000
2164.918740     0.000000
2170.437740     0.000000
2175.956740     0.000000
2181.475740     0.000000
2186.994740     0.000000
2192.513740     0.000000
2198.032740     0.000000
2203.551740     0.000000
2209.070740     0.000000
2214.589740     0.000000
2220.108740     0.000000
2225.627740     0.000000
2231.146740     0.000000
2236.665740     0.000000
2242.184740     0.000000
2247.703740     0.000000
2253.222740     0.000000
2258.741740     0.000000
2264.260740     0.000000
2269.779740     0.000000
2275.298740     0.000000
2280.817740     0.000000
2286.336740     0.000000
2291.855740     0.000000
2297.374740     0.000000
2302.893740     0.000000
2308.412740     0.000000
2313.931740     0.000000
2319.450740     0.000000
2324.969740     0.000000
2330.488740     0.000000
2336.007740     0.000000
2341.526740     0.000000
2347.045740     0.000000
2352.564740     0.000000
2358.083740     0.000000
2363.602740     0.000000
2369.121740     0.000000
2374.640740     0.000000
2380.159740     0.000000
2385.678740     0.000000
2391.197740     0.000000
2396.716740     0.000000
2402.235740     0.000000
2407.754740     0.000000
2413.273740     0.000000
2418.792740     0.000000
2424.311740     0.000000
2429.830740     0.000000
2435.349740     0.000000
2440.868740     0.000000
2446.387740     0.000000
2451.906740     0.000000
2457.425740     0.000000
2462.944740     0.000000
2468.463740     0.000000
2473.982740     0.000000
2479.501740     0.000000
2485.020740     0.000000
2490.539740     0.000000
2496.058740     0.000000
2501.577740     0.000000
2507.096740     0.000000
2512.615740     0.000000
2518.134740     0.000000
2523.653740     0.000000
2529.172740     0.000000
2534.691740     0.000000
2540.210740     0.000000
2545.729740     0.000000
2551.248740     0.000000
2556.767740     0.000000
2562.286740     0.000000
2567.805740     0.000000
2573.324740     0.000000
2578.843740     0.000000
2584.362740     0.000000
2589.881740     0.000000
2595.400740     0.000000
2600.919740     0.000000
2606.438740     0.000000
2611.957740     0.000000
2617.476740     0.000000
2622.995740     0.000000
2628.514740     0.000000
2634.033740     0.000000
2639.552740     0.000000
2645.071740     0.000000
2650.590740     0.000000
2656.109740     0.000000
2661.628740     0.000000
2667.147740     0.000000
2672.666740     0.000000
2678.185740     0.000000
2683.704740     0.000000
2689.223740     0.000000
2694.742740     0.000000
2700.261740     0.000000
2705.780740     0.000000
2711.299740     0.000000
2716.818740     0.000000
2722.337740     0.000000
2727.856740     0.000000
2733.375740     0.000000
2738.894740     0.000000
2744.413740     0.000000
2749.932740     0.000000
2755.451740     0.000000
2760.970740     0.000000
2766.489740     0.000000
2772.008740     0.000000
2777.527740     0.000000
2783.046740     0.000000
2788.565740     0.000000
2794.084740     0.000000
2799.603740     0.000000
2805.122740     0.000000
2810.641740     0.000000
2816.160740     0.000000
2821.679740     0.000000
2827.198740     0.000000
2832.717740     0.000000
2838.236740     0.000000
2843.755740     0.000000
2849.274740     0.000000
2854.793740     0.000000
2860.312740     0.000000
2865.831740     0.000000
2871.350740     0.000000
2876.869740     0.000000
2882.388740     0.000000
2887.907740     0.000000
2893.426740     0.000000
2898.945740     0.000000
2904.464740     0.000000
2909.983740     0.000000
2915.502740     0.000000
2921.021740     0.000000
2926.540740     0.000000
2932.059740     0.000000
2937.578740     0.000000
2943.097740     0.000000
2948.616740     0.000000
2954.135740     0.000000
2959.654740     0.000000
2965.173740     0.000000
2970.692740     0.000000
2976.211740     0.000000
2981.730740     0.000000
2987.249740     0.000000
2992.768740     0.000000
2998.287740     0.000000
3003.806740     0.000000
3009.325740     0.000000
3014.844740     0.000000
3020.363740     0.000000
3025.882740     0.000000
3031.401740     0.000000
3036.920740     0.000000
3042.439740     0.000000
3047.958740     0.000000
3053.477740     0.000000
3058.996740     0.000000
3064.515740     0.000000
3070.034740     0.000000
3075.553740     0.000000
3081.072740     0.000000
3086.591740     0.000000
3092.110740     0.000000
3097.629740     0.000000
3103.148740     0.000000
3108.667740     0.000000
3114.186740     0.000000
3119.705740     0.000000
3125.224740     0.000000
3130.743740     0.000000
3136.262740     0.000000
3141.781740     0.000000
3147.300740     0.000000
3152.819740     0.000000
3158.338740     0.000000
3163.857740     0.000000
3169.376740     0.000000
3174.895740     0.000000
3180.414740     0.000000
3185.933740     0.000000
3191.452740     0.000000
3196.971740     0.000000
3202.490740     0.000000
3208.009740     0.000000
3213.528740     0.000000
3219.047740     0.000000
3224.566740     0.000000
3230.085740     0.000000
3235.604740     0.000000
3241.123740     0.000000
3246.642740     0.000000
3252.161740     0.000000
3257.680740     0.000000
3263.199740     0.000000
3268.718740     0.000000
3274.237740     0.000000
3279.756740     0.000000
3285.275740     0.000000
3290.794740     0.000000
3296.313740     0.000000
3301.832740     0.000000
3307.351740     0.000000
3312.870740     0.000000
3318.389740     0.000000
3323.908740     0.000000
3329.427740     0.000000
3334.946740     0.000000
3340.465740     0.000000
3345.984740     0.000000
3351.503740     0.000000
3357.022740     0.000000
3362.541740     0.000000
3368.060740     0.000000
3373.579740     0.000000
3379.098740     0.000000
3384.617740     0.000000
3390.136740     0.000000
3395.655740     0.000000
3401.174740     0.000000
3406.693740     0.000000
3412.212740     0.000000
3417.731740     0.000000
3423.250740     0.000000
3428.769740     0.000000
3434.288740     0.000000
3439.807740     0.000000
3445.326740     0.000000
3450.845740     0.000000
3456.364740     0.000000
3461.883740     0.000000
3467.402740     0.000000
3472.921740     0.000000
3478.440740     0.000000
3483.959740     0.000000
3489.478740     0.000000
3494.997740     0.000000
3500.516740     0.000000
3506.035740     0.000000
3511.554740     0.000000
3517.073740     0.000000
3522.592740     0.000000
3528.111740     0.000000
3533.630740     0.000000
3539.149740     0.000000
3544.668740     0.000000
3550.187740     0.000000
3555.706740     0.000000
3561.225740     0.000000
3566.744740     0.000000
3572.263740     0.000000
3577.782740     0.000000
3583.301740     0.000000
3588.820740     0.000000
3594.339740     0.000000
3599.858740     0.000000
3605.377740     0.000000
3610.896740     0.000000
3616.415740     0.000000
3621.934740     0.000000
3627.453740     0.000000
3632.972740     0.000000
3638.491740     0.000000
3644.010740     0.000000
3649.529740     0.000000
3655.048740     0.000000
3660.567740     0.000000
3666.086740     0.000000
3671.605740     0.000000
3677.124740     0.000000
3682.643740     0.000000
3688.162740     0.000000
3693.681740     0.000000
3699.200740     0.000000
3704.719740     0.000000
3710.238740     0.000000
3715.757740     0.000000
3721.276740     0.000000
3726.795740     0.000000
3732.314740     0.000000
3737.833740     0.000000
3743.352740     0.000000
3748.871740     0.000000
3754.390740     0.000000
3759.909740     0.000000
3765.428740     0.000000
3770.947740     0.000000
3776.466740     0.000000
3781.985740     0.000000
3787.504740     0.000000
3793.023740     0.000000
3798.542740     0.000000
3804.061740     0.000000
3809.580740     0.000000
3815.099740     0.000000
3820.618740     0.000000
3826.137740     0.000000
3831.656740     0.000000
3837.175740     0.000000
3842.694740     0.000000
3848.213740     0.000000
3853.732740     0.000000
3859.251740     0.000000
3864.770740     0.000000
3870.289740     0.000000
3875.808740     0.000000
3881.327740     0.000000
3886.846740     0.000000
3892.365740     0.000000
3897.884740     0.000000
3903.403740     0.000000
3908.922740     0.000000
3914.441740     0.000000
3919.960740     0.000000
3925.479740     0.000000
3930.998740     0.000000
3936.517740     0.000000
3942.036740     0.000000
3947.555740     0.000000
3953.074740     0.000000
3958.593740     0.000000
3964.112740     0.000000
3969.631740     0.000000
3975.150740     0.000000
3980.669740     0.000000
3986.188740     0.000000
3991.707740     0.000000
3997.226740     0.000000
4002.745740     0.000000
4008.264740     4.000000
4013.783740     4.000000
4019.302740     6.000000
4024.821740     6.000000
4030.340740     6.000000
4035.859740     6.000000
4041.378740     6.000000
4046.897740     7.000000
4052.416740     7.000000
4057.935740     7.000000
4063.454740     7.000000
4068.973740     6.000000
4074.492740     6.000000
4080.011740     6.000000
4085.530740     7.000000
4091.049740     7.000000
4096.568740     6.000000
4102.087740     7.000000
4107.606740     8.000000
4113.125740     8.000000
4118.644740     8.000000
4124.163740     9.000000
4129.682740     10.000000
4135.201740     13.000000
4140.720740     14.000000
4146.239740     16.000000
4151.758740     20.000000
4157.277740     22.000000
4162.796740     29.000000
4168.315740     33.000000
4173.834740     39.000000
4179.353740     45.000000
4184.872740     53.000000
4190.391740     59.000000
4195.910740     69.000000
4201.429740     76.000000
4206.948740     84.000000
4212.467740     95.000000
4217.986740     102.000000
4223.505740     110.000000
4229.024740     118.000000
4234.543740     122.000000
4240.062740     126.000000
4245.581740     130.000000
4251.100740     135.000000
4256.619740     138.000000
4262.138740     141.000000
4267.657740     144.000000
4273.176740     146.000000
4278.695740     146.000000
4284.214740     147.000000
4289.733740     144.000000
4295.252740     144.000000
4300.771740     139.000000
4306.290740     134.000000
4311.809740     130.000000
4317.328740     125.000000
4322.847740     112.000000
4328.366740     104.000000
4333.885740     95.000000
4339.404740     90.000000
4344.923740     89.000000
4350.442740     96.000000
4355.961740     105.000000
4361.480740     123.000000
4366.999740     139.000000
4372.518740     154.000000
4378.037740     165.000000
4383.556740     176.000000
4389.075740     187.000000
4394.594740     190.000000
4400.113740     199.000000
4405.632740     205.000000
4411.151740     211.000000
4416.670740     215.000000
4422.189740     220.000000
4427.708740     224.000000
4433.227740     227.000000
4438.746740     233.000000
4444.265740     233.000000
4449.784740     236.000000
4455.303740     235.000000
4460.822740     237.000000
4466.341740     239.000000
4471.860740     244.000000
4477.379740     245.000000
4482.898740     249.000000
4488.417740     249.000000
4493.936740     253.000000
4499.455740     257.000000
4504.974740     258.000000
4510.493740     261.000000
4516.012740     262.000000
4521.531740     261.000000
4527.050740     260.000000
4532.569740     258.000000
4538.088740     262.000000
4543.607740     260.000000
4549.126740     260.000000
4554.645740     258.000000
4560.164740     261.000000
4565.683740     262.000000
4571.202740     261.000000
4576.721740     267.000000
4582.240740     268.000000
4587.759740     269.000000
4593.278740     270.000000
4598.797740     272.000000
4604.316740     277.000000
4609.835740     276.000000
4615.354740     281.000000
4620.873740     279.000000
4626.392740     284.000000
4631.911740     287.000000
4637.430740     290.000000
4642.949740     294.000000
4648.468740     295.000000
4653.987740     295.000000
4659.506740     301.000000
4665.025740     302.000000
4670.544740     307.000000
4676.063740     313.000000
4681.582740     319.000000
4687.101740     323.000000
4692.620740     327.000000
4698.139740     331.000000
4703.658740     335.000000
4709.177740     341.000000
4714.696740     348.000000
4720.215740     354.000000
4725.734740     362.000000
4731.253740     369.000000
4736.772740     377.000000
4742.291740     385.000000
4747.810740     390.000000
4753.329740     399.000000
4758.848740     404.000000
4764.367740     408.000000
4769.886740     413.000000
4775.405740     420.000000
4780.924740     426.000000
4786.443740     427.000000
4791.962740     434.000000
4797.481740     434.000000
4803.000740     440.000000
4808.519740     441.000000
4814.038740     438.000000
4819.557740     433.000000
4825.076740     426.000000
4830.595740     411.000000
4836.114740     395.000000
4841.633740     373.000000
4847.152740     347.000000
4852.671740     326.000000
4858.190740     316.000000
4863.709740     317.000000
4869.228740     329.000000
4874.747740     346.000000
4880.266740     373.000000
4885.785740     399.000000
4891.304740     422.000000
4896.823740     440.000000
4902.342740     453.000000
4907.861740     465.000000
4913.380740     477.000000
4918.899740     486.000000
4924.418740     492.000000
4929.937740     499.000000
4935.456740     506.000000
4940.975740     509.000000
4946.494740     513.000000
4952.013740     521.000000
4957.532740     527.000000
4963.051740     528.000000
4968.570740     533.000000
4974.089740     537.000000
4979.608740     537.000000
4985.127740     541.000000
4990.646740     544.000000
4996.165740     540.000000
5001.684740     540.000000
5007.203740     538.000000
5012.722740     537.000000
5018.241740     538.000000
5023.760740     542.000000
5029.279740     540.000000
5034.798740     544.000000
5040.317740     544.000000
5045.836740     551.000000
5051.355740     554.000000
5056.874740     554.000000
5062.393740     557.000000
5067.912740     564.000000
5073.431740     563.000000
5078.950740     565.000000
5084.469740     567.000000
5089.988740     571.000000
5095.507740     574.000000
5101.026740     577.000000
5106.545740     577.000000
5112.064740     576.000000
5117.583740     581.000000
5123.102740     580.000000
5128.621740     577.000000
5134.140740     574.000000
5139.659740     577.000000
5145.178740     574.000000
5150.697740     573.000000
5156.216740     571.000000
5161.735740     569.000000
5167.254740     569.000000
5172.773740     572.000000
5178.292740     573.000000
5183.811740     571.000000
5189.330740     574.000000
5194.849740     573.000000
5200.368740     580.000000
5205.887740     579.000000
5211.406740     578.000000
5216.925740     575.000000
5222.444740     578.000000
5227.963740     577.000000
5233.482740     575.000000
5239.001740     571.000000
5244.520740     572.000000
5250.039740     565.000000
5255.558740     560.000000
5261.077740     554.000000
5266.596740     549.000000
5272.115740     543.000000
5277.634740     546.000000
5283.153740     539.000000
5288.672740     540.000000
5294.191740     538.000000
5299.710740     536.000000
5305.229740     531.000000
5310.748740     525.000000
5316.267740     522.000000
5321.786740     522.000000
5327.305740     523.000000
5332.824740     520.000000
5338.343740     523.000000
5343.862740     523.000000
5349.381740     519.000000
5354.900740     516.000000
5360.419740     516.000000
5365.938740     515.000000
5371.457740     508.000000
5376.976740     503.000000
5382.495740     498.000000
5388.014740     495.000000
5393.533740     488.000000
5399.052740     487.000000
5404.571740     483.000000
5410.090740     480.000000
5415.609740     478.000000
5421.128740     474.000000
5426.647740     471.000000
5432.166740     469.000000
5437.685740     467.000000
5443.204740     466.000000
5448.723740     465.000000
5454.242740     463.000000
5459.761740     464.000000
5465.280740     462.000000
5470.799740     461.000000
5476.318740     460.000000
5481.837740     458.000000
5487.356740     455.000000
5492.875740     455.000000
5498.394740     454.000000
5503.913740     454.000000
5509.432740     451.000000
5514.951740     447.000000
5520.470740     443.000000
5525.989740     444.000000
5531.508740     436.000000
5537.027740     432.000000
5542.546740     427.000000
5548.065740     426.000000
5553.584740     421.000000
5559.103740     414.000000
5564.622740     410.000000
5570.141740     403.000000
5575.660740     401.000000
5581.179740     400.000000
5586.698740     398.000000
5592.217740     393.000000
5597.736740     388.000000
5603.255740     387.000000
5608.774740     381.000000
5614.293740     375.000000
5619.812740     374.000000
5625.331740     368.000000
5630.850740     365.000000
5636.369740     359.000000
5641.888740     352.000000
5647.407740     354.000000
5652.926740     346.000000
5658.445740     339.000000
5663.964740     336.000000
5669.483740     331.000000
5675.002740     328.000000
5680.521740     322.000000
5686.040740     317.000000
5691.559740     314.000000
5697.078740     314.000000
5702.597740     308.000000
5708.116740     308.000000
5713.635740     303.000000
5719.154740     303.000000
5724.673740     303.000000
5730.192740     302.000000
5735.711740     299.000000
5741.230740     299.000000
5746.749740     298.000000
5752.268740     297.000000
5757.787740     298.000000
5763.306740     301.000000
5768.825740     300.000000
5774.344740     302.000000
5779.863740     304.000000
5785.382740     304.000000
5790.901740     303.000000
5796.420740     303.000000
5801.939740     307.000000
5807.458740     305.000000
5812.977740     311.000000
5818.496740     310.000000
5824.015740     311.000000
5829.534740     310.000000
5835.053740     310.000000
5840.572740     308.000000
5846.091740     306.000000
5851.610740     308.000000
5857.129740     304.000000
5862.648740     304.000000
5868.167740     299.000000
5873.686740     296.000000
5879.205740     293.000000
5884.724740     289.000000
5890.243740     288.000000
5895.762740     284.000000
5901.281740     281.000000
5906.800740     279.000000
5912.319740     281.000000
5917.838740     274.000000
5923.357740     272.000000
5928.876740     268.000000
5934.395740     263.000000
5939.914740     259.000000
5945.433740     254.000000
5950.952740     252.000000
5956.471740     249.000000
5961.990740     246.000000
5967.509740     241.000000
5973.028740     236.000000
5978.547740     233.000000
5984.066740     231.000000
5989.585740     224.000000
5995.104740     221.000000
6000.623740     215.000000
6006.142740     213.000000
6011.661740     208.000000
6017.180740     201.000000
6022.699740     196.000000
6028.218740     194.000000
6033.737740     191.000000
6039.256740     186.000000
6044.775740     182.000000
6050.294740     176.000000
6055.813740     171.000000
6061.332740     170.000000
6066.851740     165.000000
6072.370740     163.000000
6077.889740     157.000000
6083.408740     156.000000
6088.927740     152.000000
6094.446740     147.000000
6099.965740     141.000000
6105.484740     137.000000
6111.003740     138.000000
6116.522740     133.000000
6122.041740     130.000000
6127.560740     129.000000
6133.079740     126.000000
6138.598740     124.000000
6144.117740     121.000000
6149.636740     117.000000
6155.155740     117.000000
6160.674740     115.000000
6166.193740     116.000000
6171.712740     111.000000
6177.231740     107.000000
6182.750740     106.000000
6188.269740     107.000000
6193.788740     102.000000
6199.307740     99.000000
6204.826740     98.000000
6210.345740     94.000000
6215.864740     92.000000
6221.383740     91.000000
6226.902740     88.000000
6232.421740     88.000000
6237.940740     87.000000
6243.459740     86.000000
6248.978740     83.000000
6254.497740     80.000000
6260.016740     80.000000
6265.535740     79.000000
6271.054740     79.000000
6276.573740     74.000000
