0, 0.00105832, 0.000805889, 0.00111044
1, 0.00105671, 0.000798332, 0.00107141
2, 0.0010658, 0.000813555, 0.00107959
3, 0.00109997, 0.000825072, 0.00109703
4, 0.00112846, 0.000837591, 0.00110087
5, 0.00111648, 0.000847157, 0.00108673
6, 0.00110122, 0.000848126, 0.001082
7, 0.00111661, 0.000856605, 0.00110641
8, 0.0011329, 0.000877708, 0.00113078
9, 0.00114334, 0.00089975, 0.00113648
10, 0.00115114, 0.000904635, 0.00113319
11, 0.00116892, 0.0009077, 0.00114713
12, 0.00119499, 0.00092885, 0.00118377
13, 0.00119915, 0.000936815, 0.0012238
14, 0.00122217, 0.000958645, 0.00127046
15, 0.00127979, 0.00101078, 0.00131337
16, 0.00132023, 0.00104488, 0.00134027
17, 0.00136864, 0.0010788, 0.00136992
18, 0.00145994, 0.00113731, 0.00143892
19, 0.00158563, 0.00121466, 0.00151739
20, 0.00172475, 0.00130213, 0.00157435
21, 0.00187984, 0.00142445, 0.00163599
22, 0.00206507, 0.00156887, 0.00171749
23, 0.00230876, 0.00175983, 0.0018471
24, 0.00263637, 0.00203641, 0.00204505
25, 0.00305882, 0.00238518, 0.00229908
26, 0.00356692, 0.00276892, 0.00259174
27, 0.0042838, 0.0033291, 0.00300119
28, 0.00525683, 0.0041249, 0.00359031
29, 0.00669052, 0.00529573, 0.00446222
30, 0.00886657, 0.00709897, 0.00581608
31, 0.0121356, 0.00985752, 0.00790884
32, 0.0169829, 0.0140912, 0.0111787
33, 0.0244319, 0.0208037, 0.0165124
34, 0.0366038, 0.0320431, 0.0255814
35, 0.058089, 0.0525722, 0.0415772
36, 0.0930734, 0.0871109, 0.0688314
37, 0.138484, 0.132849, 0.105476
38, 0.185833, 0.180859, 0.143883
39, 0.225465, 0.220734, 0.176718
40, 0.251647, 0.246088, 0.198872
41, 0.264669, 0.257238, 0.209417
42, 0.265419, 0.256106, 0.209021
43, 0.253253, 0.24204, 0.19671
44, 0.226446, 0.212318, 0.171324
45, 0.184598, 0.167364, 0.134453
46, 0.133283, 0.114798, 0.0924063
47, 0.0845691, 0.0680344, 0.0552709
48, 0.049652, 0.0376445, 0.030843
49, 0.0297943, 0.0222839, 0.018107
50, 0.0190512, 0.0141181, 0.0114724
51, 0.0130244, 0.00955937, 0.00782733
52, 0.00942842, 0.00688021, 0.00570314
53, 0.00708606, 0.00510278, 0.00436076
54, 0.00546605, 0.00389088, 0.00346916
55, 0.00428804, 0.00303394, 0.00284348
56, 0.00346059, 0.00246528, 0.00243128
57, 0.00286605, 0.00206832, 0.00213496
58, 0.00241791, 0.0017496, 0.00191955
59, 0.00208226, 0.0015268, 0.00176238
60, 0.00180654, 0.00135983, 0.00162938
61, 0.00160497, 0.00123272, 0.00151026
62, 0.00146711, 0.00114694, 0.00142434
63, 0.00136804, 0.00108307, 0.00135848
64, 0.00131279, 0.00103667, 0.00131347
65, 0.0012699, 0.00100391, 0.00127152
66, 0.00121591, 0.000968267, 0.00124103
67, 0.00118375, 0.00093617, 0.00123813
68, 0.00116464, 0.000914071, 0.00125332
